Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,__source_file
192.168.56.101-192.168.56.102-41230-50108-6,192.168.56.102,50108,192.168.56.101,41230,6,04/02/2026 10:51:21 PM,211585,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.452465912044804,211585.0,0.0,211585.0,211585.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,40,40,4.726232956022402,4.726232956022402,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,65535,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe Attack,
192.168.56.101-192.168.56.102-80-50104-6,192.168.56.102,50104,192.168.56.101,80,6,04/02/2026 10:51:21 PM,188690,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.599395834437438,188690.0,0.0,188690.0,188690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,40,40,5.299697917218719,5.299697917218719,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,256,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe Attack,
192.168.56.101-192.168.56.102-41230-50108-6,192.168.56.102,50108,192.168.56.101,41230,6,04/02/2026 10:51:21 PM,294781,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.784697792598573,294781.0,0.0,294781.0,294781.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,40,40,3.3923488962992865,3.3923488962992865,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,65535,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe Attack,
192.168.56.101-192.168.56.102-80-50360-6,192.168.56.102,50360,192.168.56.101,80,6,04/02/2026 10:51:24 PM,234043,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.545438231436103,234043.0,0.0,234043.0,234043.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,40,40,4.272719115718052,4.272719115718052,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,256,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe Attack,
192.168.56.101-192.168.56.102-39641-50364-6,192.168.56.102,50364,192.168.56.101,39641,6,04/02/2026 10:51:24 PM,272158,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.348672462319682,272158.0,0.0,272158.0,272158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,40,40,3.674336231159841,3.674336231159841,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,65535,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe Attack,
192.168.56.101-192.168.56.102-80-50360-6,192.168.56.102,50360,192.168.56.101,80,6,04/02/2026 10:51:24 PM,226082,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.846347785316832,226082.0,0.0,226082.0,226082.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,40,40,4.423173892658416,4.423173892658416,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,256,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe Attack,
192.168.56.101-192.168.56.102-39641-50364-6,192.168.56.102,50364,192.168.56.101,39641,6,04/02/2026 10:51:24 PM,181594,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.013579743824137,181594.0,0.0,181594.0,181594.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,40,40,5.506789871912067,5.506789871912067,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,65535,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe Attack,
192.168.56.101-192.168.56.102-5985-41706-6,192.168.56.102,41706,192.168.56.101,5985,6,04/02/2026 10:51:25 PM,33528,2,3,166.0,492.0,166.0,0.0,83.0,117.37972567696688,492.0,0.0,164.0,284.05633244129587,19625.387735623957,149.12908613696015,8382.0,12417.858672089968,26363.0,41.0,26363.0,26363.0,0.0,26363.0,26363.0,33528.0,16764.0,23649.893403565267,33487.0,41.0,0,0,0,0,64,112,59.65163445478406,89.47745168217608,0.0,492.0,109.66666666666669,198.72560646949012,39491.86666666666,0,1,0,0,0,0,0,0,1.0,131.6,83.0,164.0,0,0,0,0,0,0,2,166,3,492,-1,255,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe Attack,
192.168.56.101-192.168.56.102-5985-41714-6,192.168.56.102,41714,192.168.56.101,5985,6,04/02/2026 10:51:25 PM,28371,2,3,181.0,492.0,181.0,0.0,90.5,127.9863273947651,492.0,0.0,164.0,284.05633244129587,23721.40566070988,176.23629762785944,7092.75,10075.422881943963,21438.0,42.0,21438.0,21438.0,0.0,21438.0,21438.0,28371.0,14185.5,20001.92951942387,28329.0,42.0,0,0,0,0,64,112,70.49451905114377,105.74177857671566,0.0,492.0,112.16666666666669,199.6681413412432,39867.36666666666,0,1,0,0,0,0,0,0,1.0,134.6,90.5,164.0,0,0,0,0,0,0,2,181,3,492,-1,255,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe Attack,
192.168.56.101-192.168.56.102-5985-41722-6,192.168.56.102,41722,192.168.56.101,5985,6,04/02/2026 10:51:25 PM,28087,2,3,157.0,492.0,157.0,0.0,78.5,111.01576464628796,492.0,0.0,164.0,284.05633244129587,23106.775376508704,178.01830028126892,7021.75,9911.649925718724,21100.0,34.0,21100.0,21100.0,0.0,21100.0,21100.0,28087.0,14043.5,19812.424902065875,28053.0,34.0,0,0,0,0,64,112,71.20732011250756,106.81098016876136,0.0,492.0,108.16666666666666,198.24874947062509,39302.566666666666,0,1,0,0,0,0,0,0,1.0,129.8,78.5,164.0,0,0,0,0,0,0,2,157,3,492,-1,255,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe Attack,
192.168.56.101-192.168.56.102-5985-41724-6,192.168.56.102,41724,192.168.56.101,5985,6,04/02/2026 10:51:25 PM,26495,2,3,219.0,492.0,219.0,0.0,109.5,154.8563850798539,492.0,0.0,164.0,284.05633244129587,26835.25193432723,188.71485185884129,6623.75,9122.051573887678,19448.0,47.0,19448.0,19448.0,0.0,19448.0,19448.0,26495.0,13247.5,18668.32613010604,26448.0,47.0,0,0,0,0,64,112,75.48594074353652,113.22891111530475,0.0,492.0,118.5,202.86522619709865,41154.3,0,1,0,0,0,0,0,0,1.0,142.2,109.5,164.0,0,0,0,0,0,0,2,219,3,492,-1,255,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe Attack,
192.168.56.101-192.168.56.102-5985-41740-6,192.168.56.102,41740,192.168.56.101,5985,6,04/02/2026 10:51:25 PM,24504,2,3,172.0,492.0,172.0,0.0,86.0,121.62236636408618,492.0,0.0,164.0,284.05633244129587,27097.61671563826,204.0483186418544,6126.0,8201.05200568805,17450.0,41.0,17450.0,17450.0,0.0,17450.0,17450.0,24504.0,12252.0,17268.961810137862,24463.0,41.0,0,0,0,0,64,112,81.61932745674176,122.42899118511262,0.0,492.0,110.66666666666666,199.08055321067064,39633.066666666666,0,1,0,0,0,0,0,0,1.0,132.8,86.0,164.0,0,0,0,0,0,0,2,172,3,492,-1,255,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe Attack,
