Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,__source_file
192.168.56.101-192.168.56.102-5985-40664-6,192.168.56.102,40664,192.168.56.101,5985,6,,64637,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.942030106595293,64637.0,0.0,64637.0,64637.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,15.471015053297648,15.471015053297648,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,251,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe Attack,Probe_traffic_2
192.168.56.101-192.168.56.102-5985-40674-6,192.168.56.102,40674,192.168.56.101,5985,6,,62215,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.146588443301454,62215.0,0.0,62215.0,62215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,16.073294221650727,16.073294221650727,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,251,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe Attack,Probe_traffic_2
192.168.56.101-192.168.56.102-80-32872-6,192.168.56.102,32872,192.168.56.101,80,6,,62550,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.97442046362909,62550.0,0.0,62550.0,62550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,15.987210231814547,15.987210231814547,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,251,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe Attack,Probe_traffic_2
192.168.56.101-192.168.56.102-80-32882-6,192.168.56.102,32882,192.168.56.101,80,6,,63785,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.35533432625225,63785.0,0.0,63785.0,63785.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,15.677667163126127,15.677667163126127,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,251,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe Attack,Probe_traffic_2
192.168.56.101-192.168.56.102-80-32898-6,192.168.56.102,32898,192.168.56.101,80,6,,106575,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.766127140511376,106575.0,0.0,106575.0,106575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,9.383063570255688,9.383063570255688,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,263,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe Attack,Probe_traffic_2
192.168.56.101-192.168.56.102-5985-40682-6,192.168.56.102,40682,192.168.56.101,5985,6,,64486,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.01448376391775,64486.0,0.0,64486.0,64486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,15.507241881958874,15.507241881958874,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,251,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe Attack,Probe_traffic_2
192.168.56.101-192.168.56.102-5985-40692-6,192.168.56.102,40692,192.168.56.101,5985,6,,64625,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.94777562862669,64625.0,0.0,64625.0,64625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,15.473887814313343,15.473887814313343,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,251,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe Attack,Probe_traffic_2
192.168.56.101-192.168.56.102-80-32904-6,192.168.56.102,32904,192.168.56.101,80,6,,61392,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.577534532186604,61392.0,0.0,61392.0,61392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,16.288767266093302,16.288767266093302,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,248,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe Attack,Probe_traffic_2
192.168.56.101-192.168.56.102-5985-40698-6,192.168.56.102,40698,192.168.56.101,5985,6,,65303,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.62646432782568,65303.0,0.0,65303.0,65303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,15.313232163912836,15.313232163912836,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,251,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe Attack,Probe_traffic_2
192.168.56.101-192.168.56.102-5985-40710-6,192.168.56.102,40710,192.168.56.101,5985,6,,65538,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.516646830846227,65538.0,0.0,65538.0,65538.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,15.258323415423114,15.258323415423114,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,251,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe Attack,Probe_traffic_2
192.168.56.101-192.168.56.102-5985-40716-6,192.168.56.102,40716,192.168.56.101,5985,6,,65682,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.449742699674182,65682.0,0.0,65682.0,65682.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,15.224871349837091,15.224871349837091,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,251,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe Attack,Probe_traffic_2
192.168.56.101-192.168.56.102-80-32920-6,192.168.56.102,32920,192.168.56.101,80,6,,105803,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.903055678950505,105803.0,0.0,105803.0,105803.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,9.451527839475252,9.451527839475252,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,263,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe Attack,Probe_traffic_2
192.168.56.101-192.168.56.102-5985-40722-6,192.168.56.102,40722,192.168.56.101,5985,6,,65932,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.334283807559306,65932.0,0.0,65932.0,65932.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,15.167141903779653,15.167141903779653,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,251,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe Attack,Probe_traffic_2
192.168.56.101-192.168.56.102-5985-40724-6,192.168.56.102,40724,192.168.56.101,5985,6,,66057,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.27688208668271,66057.0,0.0,66057.0,66057.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,15.138441043341356,15.138441043341356,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,251,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe Attack,Probe_traffic_2
192.168.56.101-192.168.56.102-80-32936-6,192.168.56.101,80,192.168.56.102,32936,6,,97514,0,3,0.0,1448.0,0.0,0.0,0.0,0.0,1448.0,0.0,482.6666666666666,836.0031897865781,14849.149865660314,30.764813257583526,48757.0,68754.82076189276,97374.0,140.0,0.0,0.0,0.0,0.0,0.0,97514.0,48757.0,68754.82076189276,97374.0,140.0,0,1,0,0,0,108,0.0,30.764813257583526,0.0,1448.0,724.0,836.0031897865781,698901.3333333334,1,0,0,1,1,0,0,0,0.0,965.3333333333334,0.0,482.6666666666667,0,0,0,0,0,0,0,0,3,1448,-1,246,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe Attack,Probe_traffic_2
192.168.56.101-192.168.56.102-5985-40726-6,192.168.56.102,40726,192.168.56.101,5985,6,,66314,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.159543987694907,66314.0,0.0,66314.0,66314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,15.079771993847451,15.079771993847451,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,251,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe Attack,Probe_traffic_2
192.168.56.101-192.168.56.102-5985-40734-6,192.168.56.102,40734,192.168.56.101,5985,6,,60414,2,3,162.0,492.0,162.0,0.0,81.0,114.5512985522207,492.0,0.0,164.0,284.05633244129587,10825.30539278975,82.76227364518158,15103.5,29488.492699130395,59332.0,69.0,59332.0,59332.0,0.0,59332.0,59332.0,60414.0,30207.0,42621.56834280034,60345.0,69.0,0,0,0,0,64,112,33.10490945807263,49.65736418710895,0.0,492.0,109.0,198.5054155432541,39404.40000000001,0,1,0,0,0,0,0,0,1.0,130.8,81.0,164.0,0,0,0,0,0,0,2,162,3,492,-1,255,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe Attack,Probe_traffic_2
192.168.56.101-192.168.56.102-5985-40750-6,192.168.56.102,40750,192.168.56.101,5985,6,,56177,2,3,158.0,492.0,158.0,0.0,79.0,111.72287142747452,492.0,0.0,164.0,284.05633244129587,11570.57158623636,89.00439681720277,14044.25,27646.28067058328,55512.0,28.0,55512.0,55512.0,0.0,55512.0,55512.0,56177.0,28088.5,39683.53966697023,56149.0,28.0,0,0,0,0,64,112,35.60175872688111,53.40263809032167,0.0,492.0,108.33333333333334,198.29842830105,39322.26666666667,0,1,0,0,0,0,0,0,1.0,130.0,79.0,164.0,0,0,0,0,0,0,2,158,3,492,-1,255,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe Attack,Probe_traffic_2
192.168.56.101-192.168.56.102-80-32948-6,192.168.56.102,32948,192.168.56.101,80,6,,58296,2,3,186.0,1493.0,186.0,0.0,93.0,131.52186130069785,1493.0,0.0,497.6666666666667,861.9839519001113,28801.28996843694,85.76917798819817,14574.0,28437.71377355547,57226.0,44.0,57226.0,57226.0,0.0,57226.0,57226.0,58296.0,29148.0,41159.27151930656,58252.0,44.0,0,0,0,0,64,112,34.30767119527926,51.4615067929189,0.0,1493.0,279.8333333333333,598.966582262038,358760.9666666667,0,1,0,0,0,0,0,0,1.0,335.8,93.0,497.6666666666667,0,0,0,0,0,0,2,186,3,1493,-1,255,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe Attack,Probe_traffic_2
192.168.56.101-192.168.56.102-80-32954-6,192.168.56.102,32954,192.168.56.101,80,6,,57896,2,3,153.0,1493.0,153.0,0.0,76.5,108.18733752154178,1493.0,0.0,497.6666666666667,861.9839519001113,28430.288793699045,86.36175210722675,14474.0,28158.18273018816,56705.0,35.0,56705.0,56705.0,0.0,56705.0,56705.0,57896.0,28948.0,40889.1567288933,57861.0,35.0,0,0,0,0,64,112,34.5447008428907,51.81705126433605,0.0,1493.0,274.33333333333337,600.1508699207781,360181.0666666667,0,1,0,0,0,0,0,0,1.0,329.2,76.5,497.6666666666667,0,0,0,0,0,0,2,153,3,1493,-1,255,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe Attack,Probe_traffic_2
192.168.56.101-192.168.56.102-80-32970-6,192.168.56.102,32970,192.168.56.101,80,6,,58139,2,3,162.0,1402.0,162.0,0.0,81.0,114.5512985522207,1402.0,0.0,467.3333333333333,809.4450774038553,26901.0474896369,86.00079120727911,14534.75,27924.3559803385,56407.0,32.0,56407.0,56407.0,0.0,56407.0,56407.0,58139.0,29069.5,41065.22631740875,58107.0,32.0,0,0,0,0,64,112,34.40031648291164,51.60047472436746,0.0,1402.0,260.66666666666663,562.87926473327,316833.06666666665,0,1,0,0,0,0,0,0,1.0,312.8,81.0,467.3333333333333,0,0,0,0,0,0,2,162,3,1402,-1,255,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe Attack,Probe_traffic_2
192.168.56.101-192.168.56.102-5985-40756-6,192.168.56.102,40756,192.168.56.101,5985,6,,59552,2,3,219.0,492.0,219.0,0.0,109.5,154.8563850798539,492.0,0.0,164.0,284.05633244129587,11939.145620634068,83.9602364320258,14888.0,26821.141101750312,55002.0,45.0,55002.0,55002.0,0.0,55002.0,55002.0,59552.0,29776.0,42045.98342291449,59507.0,45.0,0,0,0,0,64,112,33.584094572810315,50.37614185921547,0.0,492.0,118.5,202.86522619709865,41154.3,0,1,0,0,0,0,0,0,1.0,142.2,109.5,164.0,0,0,0,0,0,0,2,219,3,492,-1,255,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe Attack,Probe_traffic_2
192.168.56.101-192.168.56.102-5985-40760-6,192.168.56.102,40760,192.168.56.101,5985,6,,57037,2,3,167.0,492.0,167.0,0.0,83.5,118.08683245815344,492.0,0.0,164.0,284.05633244129587,11553.903606430911,87.66239458597052,14259.25,25776.00936756244,52819.0,36.0,52819.0,52819.0,0.0,52819.0,52819.0,57037.0,28518.5,40280.33779029168,57001.0,36.0,0,0,0,0,64,112,35.0649578343882,52.59743675158231,0.0,492.0,109.83333333333334,198.78271219265187,39514.566666666666,0,1,0,0,0,0,0,0,1.0,131.8,83.5,164.0,0,0,0,0,0,0,2,167,3,492,-1,255,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe Attack,Probe_traffic_2
192.168.56.101-192.168.56.102-5985-40762-6,192.168.56.102,40762,192.168.56.101,5985,6,,56912,2,3,161.0,492.0,161.0,0.0,80.5,113.84419177103416,492.0,0.0,164.0,284.05633244129587,11473.854371661511,87.85493393308968,14228.0,25726.78408455541,52716.0,31.0,52716.0,52716.0,0.0,52716.0,52716.0,56912.0,28456.0,40199.02051045523,56881.0,31.0,0,0,0,0,64,112,35.14197357323587,52.71296035985381,0.0,492.0,108.83333333333334,198.45242922843417,39383.36666666668,0,1,0,0,0,0,0,0,1.0,130.6,80.5,164.0,0,0,0,0,0,0,2,161,3,492,-1,255,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe Attack,Probe_traffic_2
192.168.56.101-192.168.56.102-5985-40778-6,192.168.56.102,40778,192.168.56.101,5985,6,,56848,2,3,171.0,492.0,171.0,0.0,85.5,120.91525958289962,492.0,0.0,164.0,284.05633244129587,11662.67942583732,87.95384182381086,14212.0,25684.461645127,52636.0,43.0,52636.0,52636.0,0.0,52636.0,52636.0,56848.0,28424.0,40136.79511371081,56805.0,43.0,0,0,0,0,64,112,35.181536729524346,52.77230509428652,0.0,492.0,110.5,199.01934579331729,39608.7,0,1,0,0,0,0,0,0,1.0,132.6,85.5,164.0,0,0,0,0,0,0,2,171,3,492,-1,255,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe Attack,Probe_traffic_2
192.168.56.101-192.168.56.102-5985-40786-6,192.168.56.102,40786,192.168.56.101,5985,6,,56780,2,3,18.0,492.0,18.0,0.0,9.0,12.727922061357855,492.0,0.0,164.0,284.05633244129587,8982.035928143712,88.05917576611483,14195.0,25626.530198214507,52532.0,41.0,52532.0,52532.0,0.0,52532.0,52532.0,56780.0,28390.0,40091.54027971487,56739.0,41.0,0,0,0,0,64,112,35.22367030644593,52.8355054596689,0.0,492.0,84.99999999999999,199.518420202246,39807.6,0,1,0,0,0,0,0,0,1.0,102.0,9.0,164.0,0,0,0,0,0,0,2,18,3,492,-1,255,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe Attack,Probe_traffic_2
192.168.56.101-192.168.56.102-5985-40796-6,192.168.56.102,40796,192.168.56.101,5985,6,,56604,2,3,170.0,492.0,170.0,0.0,85.0,120.20815280171308,492.0,0.0,164.0,284.05633244129587,11695.286552187124,88.33298000141332,14151.0,25572.84292630237,52409.0,43.0,52409.0,52409.0,0.0,52409.0,52409.0,56604.0,28302.0,39964.26105910129,56561.0,43.0,0,0,0,0,64,112,35.33319200056533,52.99978800084799,0.0,492.0,110.33333333333331,198.95895724160465,39584.66666666666,0,1,0,0,0,0,0,0,1.0,132.4,85.0,164.0,0,0,0,0,0,0,2,170,3,492,-1,255,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe Attack,Probe_traffic_2
192.168.56.101-192.168.56.102-5985-40804-6,192.168.56.102,40804,192.168.56.101,5985,6,,56557,2,3,315.0,492.0,315.0,0.0,157.5,222.73863607376248,492.0,0.0,164.0,284.05633244129587,14268.790777445762,88.40638647735912,14139.25,25526.02327527733,52324.0,35.0,52324.0,52324.0,0.0,52324.0,52324.0,56557.0,28278.5,39942.34074888451,56522.0,35.0,0,0,0,0,64,112,35.362554590943645,53.04383188641548,0.0,492.0,134.5,215.753331376366,46549.5,0,1,0,0,0,0,0,0,1.0,161.4,157.5,164.0,0,0,0,0,0,0,2,315,3,492,-1,254,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe Attack,Probe_traffic_2
192.168.56.101-192.168.56.102-5985-40810-6,192.168.56.102,40810,192.168.56.101,5985,6,,56491,2,3,167.0,492.0,167.0,0.0,83.5,118.08683245815344,492.0,0.0,164.0,284.05633244129587,11665.575047352677,88.50967410737994,14122.75,25528.270895551595,52312.0,41.0,52312.0,52312.0,0.0,52312.0,52312.0,56491.0,28245.5,39887.18641995196,56450.0,41.0,0,0,0,0,64,112,35.403869642951975,53.10580446442796,0.0,492.0,109.83333333333334,198.78271219265187,39514.566666666666,0,1,0,0,0,0,0,0,1.0,131.8,83.5,164.0,0,0,0,0,0,0,2,167,3,492,-1,255,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe Attack,Probe_traffic_2
192.168.56.101-192.168.56.102-80-32994-6,192.168.56.102,32994,192.168.56.101,80,6,,58563,2,3,157.0,1402.0,157.0,0.0,78.5,111.01576464628796,1402.0,0.0,467.3333333333333,809.4450774038553,26620.903983744003,85.37813978109045,14640.75,26326.06708663488,54007.0,28.0,54007.0,54007.0,0.0,54007.0,54007.0,58563.0,29281.5,41370.69644688134,58535.0,28.0,0,0,0,0,64,112,34.151255912436184,51.22688386865427,0.0,1402.0,259.8333333333333,563.0582267107609,317034.5666666666,0,1,0,0,0,0,0,0,1.0,311.8,78.5,467.3333333333333,0,0,0,0,0,0,2,157,3,1402,-1,255,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe Attack,Probe_traffic_2
192.168.56.101-192.168.56.102-80-32980-6,192.168.56.102,32980,192.168.56.101,80,6,,60357,2,3,310.0,1493.0,310.0,0.0,155.0,219.2031021678297,1493.0,0.0,497.6666666666667,861.9839519001113,29872.26005268652,82.84043275842073,15089.25,26697.729645983007,54979.0,118.0,54979.0,54979.0,0.0,54979.0,54979.0,60357.0,30178.5,42511.966791716426,60239.0,118.0,0,0,0,0,64,112,33.13617310336829,49.70425965505244,0.0,1493.0,300.5,597.2181343529347,356669.5,0,1,0,0,0,0,0,0,1.0,360.6,155.0,497.6666666666667,0,0,0,0,0,0,2,310,3,1493,-1,254,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe Attack,Probe_traffic_2
192.168.56.101-192.168.56.102-80-33000-6,192.168.56.102,33000,192.168.56.101,80,6,,57423,2,3,167.0,1493.0,167.0,0.0,83.5,118.08683245815344,1493.0,0.0,497.6666666666667,861.9839519001113,28908.277171168345,87.0731240095432,14355.75,25548.526498606527,52532.0,47.0,52532.0,52532.0,0.0,52532.0,52532.0,57423.0,28711.5,40537.72465864358,57376.0,47.0,0,0,0,0,64,112,34.82924960381728,52.243874405725926,0.0,1493.0,276.66666666666663,599.6117632824315,359534.26666666666,0,1,0,0,0,0,0,0,1.0,332.0,83.5,497.6666666666667,0,0,0,0,0,0,2,167,3,1493,-1,255,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe Attack,Probe_traffic_2
192.168.56.101-192.168.56.102-5985-40734-6,192.168.56.102,40734,192.168.56.101,5985,6,,58586,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.13784863277916,58586.0,0.0,58586.0,58586.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,17.06892431638958,17.06892431638958,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,251,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe Attack,Probe_traffic_2
192.168.56.101-192.168.56.102-445-40698-6,192.168.56.102,40698,192.168.56.101,445,6,,161809,4,3,184.0,240.0,184.0,0.0,46.0,92.0,240.0,0.0,80.0,138.5640646055102,2620.3734032099574,43.26088165676816,26968.166666666664,43385.77154513524,101845.0,40.0,161700.0,53900.0,50298.60038808237,101845.0,1539.0,59890.0,29945.0,42292.05658276741,59850.0,40.0,0,0,0,0,128,112,24.720503803867523,18.54037785290064,0.0,240.0,52.99999999999999,99.27163312274632,9854.85714285714,0,1,0,0,0,0,0,0,0.0,60.57142857142857,46.0,80.0,0,0,0,0,0,0,4,184,3,240,-1,255,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe Attack,Probe_traffic_2
192.168.56.101-192.168.56.102-80-32948-6,192.168.56.101,80,192.168.56.102,32948,6,,89437,0,3,0.0,1448.0,0.0,0.0,0.0,0.0,1448.0,0.0,482.6666666666666,836.0031897865781,16190.167380390663,33.54316446213536,44718.5,63050.59035806089,89302.0,135.0,0.0,0.0,0.0,0.0,0.0,89437.0,44718.5,63050.59035806089,89302.0,135.0,0,1,0,0,0,108,0.0,33.54316446213536,0.0,1448.0,724.0,836.0031897865781,698901.3333333334,1,0,0,1,1,0,0,0,0.0,965.3333333333334,0.0,482.6666666666667,0,0,0,0,0,0,0,0,3,1448,-1,246,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe Attack,Probe_traffic_2
192.168.56.101-192.168.56.102-80-32954-6,192.168.56.101,80,192.168.56.102,32954,6,,89578,0,3,0.0,1448.0,0.0,0.0,0.0,0.0,1448.0,0.0,482.6666666666666,836.0031897865781,16164.683292772776,33.490365938065146,44789.0,63188.47618039226,89470.0,108.0,0.0,0.0,0.0,0.0,0.0,89578.0,44789.0,63188.47618039226,89470.0,108.0,0,1,0,0,0,108,0.0,33.490365938065146,0.0,1448.0,724.0,836.0031897865781,698901.3333333334,1,0,0,1,1,0,0,0,0.0,965.3333333333334,0.0,482.6666666666667,0,0,0,0,0,0,0,0,3,1448,-1,246,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe Attack,Probe_traffic_2
192.168.56.101-192.168.56.102-80-32970-6,192.168.56.102,32970,192.168.56.101,80,6,,102688,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.47647242131505,102688.0,0.0,102688.0,102688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,9.738236210657526,9.738236210657526,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,263,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe Attack,Probe_traffic_2
192.168.56.101-192.168.56.102-5985-40750-6,192.168.56.102,40750,192.168.56.101,5985,6,,61395,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.57594266634091,61395.0,0.0,61395.0,61395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,16.287971333170454,16.287971333170454,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,251,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe Attack,Probe_traffic_2
