Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,Timestamp
192.168.56.101-192.168.56.102-80-40572-6,192.168.56.102,40572.0,192.168.56.101,80.0,6.0,36639069.0,74.0,42.0,13640.0,106538.0,420.0,0.0,184.3243243243243,207.3511420575033,26064.0,0.0,2536.619047619049,6881.360046912099,3280.050592988594,3.166019311243962,318600.60000000027,1322798.344920793,9955788.0,7.0,36638739.0,501900.5342465752,1636259.7406913536,9955788.0,56.0,35703460.0,870816.0975609756,2121600.289012162,9997484.0,51.0,0.0,0.0,0.0,0.0,2368.0,1360.0,2.0197019744142515,1.1463173368297104,0.0,26064.0,1027.162393162394,4248.665652513668,18051159.8268494,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1036.0172413793102,184.32432432432432,2536.619047619048,0.0,0.0,0.0,0.0,0.0,0.0,74.0,13640.0,42.0,106538.0,-1.0,254.0,33.0,0.0,178038.0,251698.9014040387,356016.0,60.0,9869568.0,121933.49334780824,9955788.0,9783348.0,Normal Traffic,2026-02-02 22:02:53
192.168.56.101-192.168.56.102-445-59014-6,192.168.56.102,59014.0,192.168.56.101,445.0,6.0,267.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3745.3183520599255,7490.636704119851,267.0,0.0,267.0,267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,20.0,3745.3183520599255,3745.3183520599255,0.0,1.0,0.6666666666666667,0.5773502691896257,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-1.0,2044.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal Traffic,2026-02-02 22:02:54
192.168.56.101-224.0.0.22-0-0-0,192.168.56.101,0.0,224.0.0.22,0.0,0.0,366822.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.630589223110936,91705.5,174606.19183465402,353563.0,604.0,363171.0,121057.0,201399.9007621404,353563.0,604.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.90447137848875,2.726117844622188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal Traffic,2026-02-02 22:02:55
192.168.56.101-224.0.0.252-63891-5355-17,192.168.56.101,63891.0,224.0.0.252,5355.0,17.0,410685.0,1.0,1.0,33.0,33.0,33.0,33.0,33.0,0.0,33.0,33.0,33.0,0.0,160.70711128967457,4.869912463323471,410685.0,0.0,410685.0,410685.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,2.434956231661736,2.434956231661736,33.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,49.5,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,1.0,33.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal Traffic,2026-02-02 22:02:56
192.168.56.101-224.0.0.252-57311-5355-17,192.168.56.101,57311.0,224.0.0.252,5355.0,17.0,416750.0,1.0,1.0,33.0,33.0,33.0,33.0,33.0,0.0,33.0,33.0,33.0,0.0,158.36832633473304,4.799040191961607,416750.0,0.0,416750.0,416750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,2.399520095980804,2.399520095980804,33.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,49.5,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,1.0,33.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal Traffic,2026-02-02 22:02:57
192.168.56.1-239.255.255.250-50301-1900-17,192.168.56.1,50301.0,239.255.255.250,1900.0,17.0,3002456.0,3.0,1.0,510.0,170.0,170.0,170.0,170.0,0.0,170.0,170.0,170.0,0.0,226.48125401338103,1.3322426706669472,1000818.6666666666,399.1369856745092,1001265.0,1000496.0,2001191.0,1000595.5,140.71424945612296,1000695.0,1000496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,8.0,0.9991820030002104,0.3330606676667368,170.0,170.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.5,170.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,510.0,1.0,170.0,-1.0,-1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal Traffic,2026-02-02 22:02:58
192.168.56.101-192.168.56.102-445-39566-6,192.168.56.102,39566.0,192.168.56.101,445.0,6.0,54363115.0,9.0,1.0,648.0,72.0,72.0,72.0,72.0,0.0,72.0,72.0,72.0,0.0,13.244274173766533,0.183948252413424,6040346.111111111,9164703.866113955,27634064.0,206188.0,54156927.0,6769615.875,9514217.178629411,27634064.0,208420.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,288.0,32.0,0.1655534271720816,0.0183948252413424,72.0,72.0,72.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,79.2,72.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,648.0,1.0,72.0,-1.0,251.0,9.0,0.0,6770991.0,0.0,6770991.0,6770991.0,15864041.333333332,10720771.210121095,27634064.0,6657154.0,Normal Traffic,2026-02-02 22:02:59
192.168.56.101-192.168.56.102-445-59014-6,192.168.56.102,59014.0,192.168.56.101,445.0,6.0,163.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,6134.969325153375,12269.938650306747,163.0,0.0,163.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,20.0,6134.969325153375,6134.969325153375,0.0,1.0,0.6666666666666667,0.5773502691896257,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-1.0,2044.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal Traffic,2026-02-02 22:03:00
192.168.56.1-239.255.255.250-55645-1900-17,192.168.56.1,55645.0,239.255.255.250,1900.0,17.0,3001020.0,3.0,1.0,510.0,170.0,170.0,170.0,170.0,0.0,170.0,170.0,170.0,0.0,226.5896261937608,1.3328801540809458,1000340.0,338.21295066865787,1000718.0,1000066.0,2000302.0,1000151.0,120.20815280171308,1000236.0,1000066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,8.0,0.9996601155607092,0.3332200385202364,170.0,170.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.5,170.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,510.0,1.0,170.0,-1.0,-1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal Traffic,2026-02-02 22:03:01
192.168.56.1-239.255.255.250-63028-1900-17,192.168.56.1,63028.0,239.255.255.250,1900.0,17.0,3000613.0,3.0,1.0,510.0,170.0,170.0,170.0,170.0,0.0,170.0,170.0,170.0,0.0,226.6203605729896,1.3330609445469976,1000204.3333333334,128.25495442022245,1000321.0,1000067.0,2000388.0,1000194.0,179.60512242138307,1000321.0,1000067.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,8.0,0.9997957084102482,0.3332652361367494,170.0,170.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.5,170.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,510.0,1.0,170.0,-1.0,-1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal Traffic,2026-02-02 22:03:02
192.168.56.101-192.168.56.102-80-40572-6,192.168.56.101,80.0,192.168.56.102,40572.0,6.0,112.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17857.14285714286,112.0,0.0,112.0,112.0,0.0,0.0,0.0,0.0,0.0,112.0,112.0,0.0,112.0,112.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,17857.14285714286,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-1.0,676.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal Traffic,2026-02-02 22:03:03
192.168.56.1-224.0.0.251-5353-5353-17,192.168.56.1,5353.0,224.0.0.251,5353.0,17.0,93962.0,5.0,1.0,201.0,45.0,45.0,33.0,40.2,6.572670690061994,45.0,45.0,45.0,0.0,2618.0796492198974,63.8556012004853,18792.4,18982.89259570311,44653.0,222.0,49309.0,12327.25,14206.0732875063,30984.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,8.0,53.21300100040442,10.642600200080883,33.0,45.0,41.57142857142857,5.855400437691199,34.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.5,40.2,45.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,201.0,1.0,45.0,-1.0,-1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal Traffic,2026-02-02 22:03:04
192.168.56.101-192.168.56.102-0-0-0,192.168.56.102,0.0,192.168.56.101,0.0,0.0,29687412.0,29.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0210586224221903,503176.4745762712,516046.4780064959,1029451.0,92.0,28657734.0,1023490.5,1838.3422584652844,1027516.0,1019134.0,29687412.0,989580.4,186892.6213239884,1029563.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.976845000837392,1.0442136215847984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,31.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal Traffic,2026-02-02 22:03:05
192.168.56.1-239.255.255.250-49290-1900-17,192.168.56.1,49290.0,239.255.255.250,1900.0,17.0,3001561.0,3.0,1.0,510.0,170.0,170.0,170.0,170.0,0.0,170.0,170.0,170.0,0.0,226.5487857817982,1.3326399163635188,1000520.3333333334,115.33574178602804,1000620.0,1000394.0,2000941.0,1000470.5,108.18733752154178,1000547.0,1000394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,8.0,0.9994799372726392,0.3331599790908797,170.0,170.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.5,170.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,510.0,1.0,170.0,-1.0,-1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal Traffic,2026-02-02 22:03:06
192.168.56.1-239.255.255.250-56843-1900-17,192.168.56.1,56843.0,239.255.255.250,1900.0,17.0,3001068.0,3.0,1.0,510.0,170.0,170.0,170.0,170.0,0.0,170.0,170.0,170.0,0.0,226.5860020499369,1.332858835587864,1000356.0,129.0852431535069,1000434.0,1000207.0,2000861.0,1000430.5,4.949747468305833,1000434.0,1000427.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,8.0,0.999644126690898,0.333214708896966,170.0,170.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.5,170.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,510.0,1.0,170.0,-1.0,-1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal Traffic,2026-02-02 22:03:07
192.168.56.101-192.168.56.102-139-48416-6,192.168.56.102,48416.0,192.168.56.101,139.0,6.0,17.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117647.0588235294,17.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,117647.0588235294,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-1.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal Traffic,2026-02-02 22:03:08
192.168.56.1-239.255.255.250-57487-1900-17,192.168.56.1,57487.0,239.255.255.250,1900.0,17.0,3001415.0,3.0,1.0,510.0,170.0,170.0,170.0,170.0,0.0,170.0,170.0,170.0,0.0,226.5598059581897,1.3327047409305277,1000471.6666666666,450.2292008892064,1000988.0,1000161.0,2001149.0,1000574.5,584.7773080412748,1000988.0,1000161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,8.0,0.9995285556978958,0.3331761852326319,170.0,170.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.5,170.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,510.0,1.0,170.0,-1.0,-1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal Traffic,2026-02-02 22:03:09
192.168.56.101-192.168.56.102-139-48422-6,192.168.56.102,48422.0,192.168.56.101,139.0,6.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181818.18181818185,11.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,181818.18181818185,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-1.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal Traffic,2026-02-02 22:03:10
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0.0,8.0.6.4,0.0,0.0,6652764.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4509403910915823,3326382.0,4704186.253762493,6652744.0,20.0,20.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3006269273943882,0.1503134636971941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,6652744.0,0.0,6652744.0,6652744.0,Normal Traffic,2026-02-02 22:03:11
